paper_id,doi,source,title,authors,year,journal,abstract,decision,confidence,reasons,exclusion_criteria,screener,screening_date,pdf_url,url,is_open_access,citation_count
scopus_2-s2.0-85219527313,10.1016/j.jbusres.2025.115279,scopus,How and when AI-driven HRM promotes employee resilience and adaptive performance: A self-determination theory,"['Do, H.', 'Chu, L.X.', 'Shipton, H.']",2025,Journal of Business Research,"Despite growing research on AI in HRM, gaps remain, particularly in understanding the mechanisms through which AI-driven HRM influences employee outcomes. This study addresses this gap by developing a conceptual model to examine how AI-driven HRM impacts employee resilience and adaptive performance. Based on self-determination theory, the model proposes that employee exploration mediates the relationships between AI-driven HRM and employee outcomes. Additionally, trust in AI moderates these rela",uncertain,0.6,"The paper focuses on AI-driven HRM, which meets the first inclusion criterion. | The paper explores the impact of AI-driven HRM on employee outcomes, which could be related to ethical implications. | The paper is an academic/scholarly source, meeting the third inclusion criterion. | However, the abstract does not explicitly mention ethical implications or concerns, making it unclear if the paper meets the second inclusion criterion.",,ai:llama-3.3-70b-versatile,2026-02-02T17:39:40.799797,,https://doi.org/10.1016/j.jbusres.2025.115279,False,13
scopus_2-s2.0-105000098381,10.4018/979-8-3373-1687-1.ch003,scopus,"Ethical leadership and its communication implications: Navigating artificial intelligence, technological advancements, and employee well-being","['Parchment, A.']",2025,AI-Powered Leadership: Transforming Organizations in the Digital Age,"The rapid advancement of technologies such as Artificial Intelligence (AI), robotics, and other systems within organizations can drive significant progress or lead to confusion and resistance if not introduced with effective leadership and communication. Without intentional and mindful strategy, communication, organizations risk negative outcomes beyond reputational and cultural damage. To successfully integrate new technologies and advance organizational strategies, there must be mindful and et",uncertain,0.6,"The paper mentions AI and its integration in organizations, which is relevant to HR contexts. | It discusses the importance of ethical leadership and communication, which implies consideration of ethical implications. | However, the abstract does not explicitly focus on specific HR applications like recruitment, selection, or performance management. | The paper's emphasis on organizational strategies and employee well-being suggests a broader scope than just HR.",,ai:llama-3.3-70b-versatile,2026-02-02T17:41:09.110282,,https://doi.org/10.4018/979-8-3373-1687-1.ch003,False,3
scopus_2-s2.0-85212419431,10.1108/ER-02-2024-0096,scopus,Adoption of AI by the HR function in the civil service,"['Smith, M.', 'Prabhakar, G.', 'Nisar, T.M.', 'Tseng, H.-T.']",2025,Employee Relations,"Purpose: This paper uses the Technology Acceptance Model (TAM) to assess the readiness of the HR function within the UK Civil Service (CSHR) to implement AI to support performance. Academic literature in relation to AI acceptance in HR functions is currently limited, so this paper aims to establish a better understanding of the current landscape and level of ambition in this area. Design/methodology/approach: A quantitative research approach was adopted to determine likely behavioral intentions ",uncertain,0.6,"The paper focuses on the adoption of AI in the HR function, which meets the first inclusion criterion. | The paper discusses the perceived usefulness and transparency of AI implementation, which could be related to ethical implications. | However, the abstract does not explicitly mention ethical implications or concerns, such as bias, fairness, or accountability.",,ai:llama-3.3-70b-versatile,2026-02-02T17:42:00.263303,,https://doi.org/10.1108/ER-02-2024-0096,False,2
scopus_2-s2.0-105027254467,10.24874/PES07.04.004,scopus,HOW TO OPTIMIZE RECRUITMENT WITH ARTIFICIAL INTELLIGENCE: A CASE STUDY ON RESUME ANALYSIS AND MATCHING WITH SHNEIDER AI RECRUIT,"['Nabila, C.', 'Ayyoub, C.', 'Abdelhak, S.E.', 'Fairouz, N.']",2025,Proceedings on Engineering Sciences,"The integration of artificial intelligence (AI) in recruitment fundamentally transforms traditional methods by making CV analysis and matching more efficient and less biased (Boudoumi, 2024). This paper explores the application of artificial intelligence to optimize the recruiting process, with a focus on resume parsing and matching with job openings. We describe the development and implementation of “Shneider AI Recruit,” an application designed to automate these critical tasks using advanced t",uncertain,0.6,"The paper focuses on AI applications in recruitment, which meets the first inclusion criterion. | The abstract mentions reducing subjective bias, which implies a discussion of ethical implications, but it is unclear if the paper thoroughly addresses ethical concerns. | The paper appears to be an academic/scholarly source, meeting the third inclusion criterion.",,ai:llama-3.3-70b-versatile,2026-02-02T17:43:26.236386,,https://doi.org/10.24874/PES07.04.004,False,0
scopus_2-s2.0-105026700518,10.1108/JABS-07-2025-0424,scopus,Aligning HRM and artificial intelligence for innovation: insights from the aviation industry,"['Nguyen, T.L.P.', 'Nguyen, T.T.H.']",2025,Journal of Asia Business Studies,"Purpose – This study aims to examine the relationship between employee creativity and employee-oriented human resource management (EOHRM) in artificial intelligence (AI)-enabled workplaces. It examines the mediating role of AI–employee collaboration (AEC), playful work design (PWD) and the moderating role of AI empathy, based on the resource-based view (RBV) and dynamic capability theory. Design/methodology/approach – In total, 302 workers in Vietnam’s aviation sector participated in a quantitat",uncertain,0.6,"The paper focuses on AI-enabled workplaces and explores the relationship between employee creativity and employee-oriented human resource management (EOHRM), which is relevant to HR contexts. | The study discusses the role of AI empathy, which could be related to ethical implications such as fairness, transparency, and accountability. | However, the paper does not explicitly address ethical implications or concerns in the abstract, making it unclear if it meets the second inclusion criterion.",,ai:llama-3.3-70b-versatile,2026-02-02T17:43:39.717663,,https://doi.org/10.1108/JABS-07-2025-0424,False,0
scopus_2-s2.0-105023940613,10.4324/9781003545224-9,scopus,Managing people in the purpose-led organisation,"['Fu, N.']",2025,The Purpose-Driven Organisation in Times of Climate Crisis,"This chapter explores people management in purpose-led organisations, where human, societal, and environmental goals are embedded into core operations. Purpose-led organisations rely on aligning employee roles and contributions with the overarching purpose, making effective people management essential to achieving shared goals. The chapter examines each stage of the employee life cycle, including recruitment and onboarding, learning and development, performance management and rewards, involvemen",uncertain,0.6,"The paper discusses people management in purpose-led organisations, which may involve AI applications in HR contexts | It mentions the use of technologies, AI, and analytics in supporting purpose-led people management | The paper identifies a challenge related to ensuring ethical and legal use of technologies, AI, and analytics, which aligns with the inclusion criteria | However, the primary focus of the paper appears to be on people management in purpose-led organisations, rather than specifically on AI/ML applications in HR contexts",,ai:llama-3.3-70b-versatile,2026-02-02T17:44:57.887643,,https://doi.org/10.4324/9781003545224-9,False,0
scopus_2-s2.0-105023598129,10.1007/978-3-031-90794-4,scopus,Digital Transformation and Innovation in Organizations: A Latin American Perspective,"['Terán-Bustamante, A.', 'Velázquez-Salazar, M.']",2025,Digital Transformation and Innovation in Organizations: A Latin American Perspective,"This volume discusses the intersection of digital transformation and innovation in firms, sectors, and regions in Latin America. It addresses the region’s labor market challenges in the advent of the digital era and the influences of AI. The chapters cover topics ranging from education, organizational culture, sustainability, ethics, and human resources. Exploring how digital and STEM literacies can serve as a tool for developing skills in organizations and emphasizing the need for human adaptab",uncertain,0.6,"The paper discusses digital transformation and innovation in organizations, which may include AI applications in HR contexts | The abstract mentions ethics and human resources, but it is unclear if the paper specifically focuses on AI ethics in HR | The paper appears to be an academic source, which meets one of the inclusion criteria",,ai:llama-3.3-70b-versatile,2026-02-02T17:45:15.174045,,https://doi.org/10.1007/978-3-031-90794-4,False,0
scopus_2-s2.0-105022242830,10.1109/ICMCTC62214.2025.11196462,scopus,Machine Learning Technique: Holistic Personality Analysis and Guidance,"['Krisha, B.L.', 'Rishitha, N.', 'Senthamilarasi, N.']",2025,"2025 International Conference on Metaverse and Current Trends in Computing, ICMCTC 2025","Machine learning techniques for personality analysis have been exploited as a key method in the education, mental health and human resource management fields. In this project, I develop such a holistic personality analysis system using state of the art machine learning models to infer and predict personality traits from behavioral, psychological and social data. The system uses trickling along of both traditional and deep learning algorithms to craft a personality output based on personality fra",uncertain,0.6,"The paper focuses on machine learning techniques for personality analysis, which could be applied to HR contexts such as recruitment and employee development. | The paper mentions the use of personality analysis in human resource management, which aligns with the inclusion criteria. | However, the paper does not explicitly address ethical implications or concerns in the context of HR, which is a required inclusion criterion. | The paper mentions 'ethical implications of personality detection' as future work, but does not provide a thorough discussion of ethical concerns in the current work.",,ai:llama-3.3-70b-versatile,2026-02-02T17:46:09.479759,,https://doi.org/10.1109/ICMCTC62214.2025.11196462,False,0
scopus_2-s2.0-105018093459,10.1109/ICBIR65229.2025.11163040,scopus,Employee Engagement in the Digital Age: The Impact of IT-Based Solutions on HR Practices,"['Karya, D.', 'Kadir, E.A.', 'Zulkifli, Z.', 'Noherman, M.', 'Atri, D.', 'Rosa, S.L.']",2025,"2025 10th International Conference on Business and Industrial Research: Advanced Technology and Innovation for Sustainable Society, ICBIR 2025 - Proceedings","Employee engagement has become a critical factor for organizational success, particularly in the digital age where technology significantly influences workplace dynamics. This study explores the impact of Information Technology based solutions on Human Resource (HR) practices and their role in enhancing employee engagement. Leveraging tools such as performance management systems, collaboration platforms, and Artificial Intelligent (AI) driven analytics, HR departments can foster a more connected",uncertain,0.6,"The paper mentions AI-driven analytics as one of the tools used to enhance employee engagement, which suggests some focus on AI applications in HR contexts. | The paper discusses data privacy concerns, which is an ethical implication related to AI/ML applications. | The paper appears to be an academic/scholarly source, as indicated by the IEEE copyright notice.",,ai:llama-3.3-70b-versatile,2026-02-02T17:48:03.773360,,https://doi.org/10.1109/ICBIR65229.2025.11163040,False,0
scopus_2-s2.0-105018025057,10.1007/978-3-031-90271-0_15,scopus,Large Language Models and Talent Management: Developing RAG Model in Healthcare,"['Al Atraqchi, O.M.A.', 'Abdulmuhsin, A.A.', 'Yaseen, S.G.', 'Alkhwaldi, A.F.', 'Rehman, S.U.']",2025,"Studies in Systems, Decision and Control","This study designs and evaluates an AI-driven system using GPT-4 and Retrieval-Augmented Generation (RAG) to enhance HR and talent management in Iraq’s healthcare sector. Addressing challenges like resource limitations and low trust in new technologies, the study applies the Unified Theory of Acceptance and Use of Technology (UTAUT) to examine adoption intention. A cross-sectional survey of 435 HR managers in public and private hospitals achieved a 96.7% response rate. Using Partial Least Square",uncertain,0.6,"The paper focuses on AI applications in HR contexts, specifically talent management in healthcare. | The study discusses the adoption of AI-driven systems, which may imply ethical considerations, but it does not explicitly address ethical implications or concerns. | The paper is an academic/scholarly source, published in a reputable journal.",,ai:llama-3.3-70b-versatile,2026-02-02T17:48:09.878391,,https://doi.org/10.1007/978-3-031-90271-0_15,False,0
scopus_2-s2.0-105013835788,10.1109/ECAI65401.2025.11095521,scopus,A Study on Effectiveness of Technological Advancements on Human Resourse Practices in Selected It Firms,"['Vasundhara, G.', 'Madhavi, T.']",2025,"Proceedings of the 2025 17th International Conference on Electronics, Computers and Artificial Intelligence, ECAI 2025","Technological advancements have significantly transformed Human Resource Management (HRM) practices, particularly in IT firms, by enhancing efficiency and streamlining operations. This study focuses on analyzing the impact of technology on HR functions such as training and development and recruitment, assessing how digital tools improve HR processes and decision-making. With the increasing adoption of artificial intelligence, automation, and HR analytics, organizations can optimize talent acquis",uncertain,0.6,"The paper discusses the impact of technological advancements, including AI, on HR functions, which aligns with the inclusion criteria. | The paper mentions key challenges faced by HR professionals, such as data privacy concerns, which could be related to ethical implications. | However, the abstract does not explicitly focus on AI/ML applications in HR contexts or address ethical implications in detail.",,ai:llama-3.3-70b-versatile,2026-02-02T17:49:51.901752,,https://doi.org/10.1109/ECAI65401.2025.11095521,False,0
scopus_2-s2.0-105008242716,10.1108/MD-06-2024-1252,scopus,AI-driven HRM and managerial competencies: strengthening organizational resilience in Public Administration,"['del Barone, L.', 'de Gennaro, D.', 'Buonocore, F.']",2025,Management Decision,"Purpose: Drawing on the Technology-Organization-Environment (TOE) framework, this study investigates how Public Administrations (PAs) can enhance organizational resilience through the integration of Artificial Intelligence (AI) in Human Resource Management (HRM) practices. Design/methodology/approach: Adopting a qualitative and inductive research design, the study combines the analysis of policy and strategy documents with data from four exploratory focus groups and 43 semi-structured interviews",uncertain,0.6,"The paper focuses on AI-driven HRM in Public Administration, which aligns with the inclusion criteria. | The paper discusses the integration of AI into HRM practices, including recruitment, training, and performance management, which meets the first inclusion criterion. | However, the abstract does not explicitly address ethical implications or concerns, such as bias, fairness, transparency, accountability, privacy, autonomy, or wellbeing, which is the second inclusion criterion. | The paper is an academic/scholarly source, which meets the third inclusion criterion.",,ai:llama-3.3-70b-versatile,2026-02-02T17:52:11.796649,,https://doi.org/10.1108/MD-06-2024-1252,False,1
scopus_2-s2.0-105007137350,10.1109/SmartIndustryCon65166.2025.10986092,scopus,Research on AI-Powered Employee Feedback Tools,"['Babushkin, K.', 'Timofeev, N.', 'Filianin, I.']",2025,"Proceedings - 2025 International Russian Smart Industry Conference, SmartIndustryCon 2025","This paper explores methods for employee feedback (EF) collection and introduces a new framework to improve the process. Current feedback collection process often suffers from slow workflow, bias, and poor Artificial Intelligence (AI) integration. Large Language Models (LLM) combined with human oversight may provide a more agile, objective, and user-friendly way for collecting and analyzing feedback. Existing EF tools were evaluated based on criteria such as AI capabilities, usability, and costs",uncertain,0.6,"The paper focuses on AI-powered employee feedback tools, which is relevant to the HR context of performance management. | The paper mentions the potential for bias in current feedback collection processes, which implies a discussion of ethical implications. | However, it is unclear from the abstract whether the paper provides a thorough analysis of ethical implications or concerns, such as fairness, transparency, accountability, privacy, autonomy, and wellbeing.",,ai:llama-3.3-70b-versatile,2026-02-02T17:52:39.962156,,https://doi.org/10.1109/SmartIndustryCon65166.2025.10986092,False,0
scopus_2-s2.0-85209732479,10.1002/ets2.12388,scopus,Charting the Future of Assessments,"['Kyllonen, P.', 'Sevak, A.', 'Ober, T.', 'Choi, I.', 'Sparks, J.', 'Fishtein, D.']",2024,ETS Research Report Series,"Assessment refers to a broad array of approaches for measuring or evaluating a person's (or group of persons') skills, behaviors, dispositions, or other attributes. Assessments range from standardized tests used in admissions, employee selection, licensure examinations, and domestic and international large-scale assessments of cognitive and behavioral skills to formative K–12 classroom curricular assessments. The various types of assessments are used for a wide variety of purposes, but they also",uncertain,0.6,"The paper discusses the future of assessments, which could be relevant to HR contexts such as recruitment and selection | The paper mentions the growing infiltration of artificial intelligence (AI) into our lives, which could imply an HR application | The paper touches on ethical concerns such as test score bias and security risks, which aligns with the inclusion criteria | However, the paper's primary focus appears to be on educational assessments rather than HR-specific applications | The paper does not explicitly discuss HR contexts such as performance management, learning & development, people analytics, or employee relations",,ai:llama-3.3-70b-versatile,2026-02-02T17:55:41.787349,,https://doi.org/10.1002/ets2.12388,False,4
scopus_2-s2.0-85210043054,10.62754/joe.v3i7.4641,scopus,HR Management Transformation in Indonesia MSMEs: The Role of AI in SOP Making and Recruitment,"['Wulandari, A.', 'Diko, M.A.I.M.J.']",2024,Journal of Ecohumanism,"This study explores the influence of Artificial Intelligence (AI) on Human Resource management practices in Micro, Small, and Medium Enterprises (MSMEs) in Indonesia, with a special focus on the efficiency of creating Standard Operating Procedures (SOPs) and recruitment processes. Using a quantitative approach and Structural Equation Modeling (SEM) through SMART PLS, data was collected from 307 MSMEs that have adopted AI. The results of the study show that AI significantly improves SOP creation ",uncertain,0.6,"The paper focuses on AI applications in HR contexts, specifically recruitment and SOP creation, which meets criterion 1. | The paper mentions 'potential bias in AI systems' which touches on ethical implications, but it does not delve deeply into ethical discussions or analyses as required by criterion 2. | The paper appears to be an academic/scholarly source, meeting criterion 3.",,ai:llama-3.3-70b-versatile,2026-02-02T17:57:46.874894,,https://doi.org/10.62754/joe.v3i7.4641,False,4
scopus_2-s2.0-85196941097,10.1016/j.jbusres.2024.114783,scopus,Integrating AI in organizations for value creation through Human-AI teaming: A dynamic-capabilities approach,"['Simón, C.', 'Revilla, E.', 'Saenz, M.']",2024,Journal of Business Research,"Although the potentialities of artificial intelligence (AI) are motivating its fast integration in organizations, our knowledge on how to capture organizational value out of these investments is still scarce. Relying on an approach to dynamic capabilities that focuses on the team level, we examine how humans and AI create interactions that engage both agents in productive dialogue for value co-creation. Our analysis is based on a longitudinal case of the development of a recruitment algorithm at",uncertain,0.6,"The paper focuses on AI integration in organizations, which includes HR contexts such as recruitment. | The paper mentions the development of a recruitment algorithm, which is an HR application. | However, the paper does not explicitly address ethical implications or concerns, which is a required inclusion criterion.",,ai:llama-3.3-70b-versatile,2026-02-02T17:58:09.292377,,https://doi.org/10.1016/j.jbusres.2024.114783,False,37
scopus_2-s2.0-85204577011,10.4018/979-8-3693-3096-8.ch002,scopus,Managing gig economy workers through artificial intelligence: Applications and challenges,"['Mer, A.', 'Mathew, J.', 'Arora, S.']",2024,Fostering Industry-Academia Partnerships for Innovation-Driven Trade,Artificial intelligence (AI) has the potential to completely transform the way the gig economy is managed. The study explores the potential of artificial intelligence (AI) to reshape the management of gig economy workers with special reference to human resource management and the challenges faced by such workers. The study has employed an extensive literature review approach. The findings of the study reveal that AI and ML in the hiring and recruiting supports HR by expanding access to opportuni,uncertain,0.6,"The paper focuses on AI applications in HR contexts, specifically in the gig economy, which meets criterion 1. | The paper mentions mitigating bias and discrimination, which is related to ethical implications, but it does not explicitly address other ethical concerns in depth. | The paper appears to be an academic/scholarly source, meeting criterion 3.",,ai:llama-3.3-70b-versatile,2026-02-02T17:58:41.434931,,https://doi.org/10.4018/979-8-3693-3096-8.ch002,False,6
scopus_2-s2.0-85199909414,10.3390/admsci14070155,scopus,Recruitment and Selection Process Using Artificial Intelligence: How Do Candidates React?,"['Ligeiro, N.', 'Dias, I.', 'Palma-Moreira, A.']",2024,Administrative Sciences,"This study aimed to study the association between organizational attractiveness, intrinsic motivation, perceived novelty, trust in the process, and the intention to apply, engage, and finish an artificial intelligence recruitment and selection process. It was also tested whether having already had the experience of having been involved in a recruitment and selection process using artificial intelligence moderated these relationships. The sample for this study consisted of 299 participants. The r",uncertain,0.6,"The paper focuses on AI applications in HR contexts, specifically recruitment and selection | The paper discusses trust in the process, which could be related to ethical implications such as fairness and transparency | However, the paper does not explicitly address ethical implications or concerns, which is a required inclusion criterion",,ai:llama-3.3-70b-versatile,2026-02-02T17:59:13.609351,,https://doi.org/10.3390/admsci14070155,False,6
