ERIC_ID,Title,Authors,Year,Abstract,Journal,Source,DOI,URL,Keywords,Language,Publication_Type
EJ1463902,Responsible AI and Action Learning,Craig Johnson; Emad Mohamed,2025,"This paper proposes action learning has a role to play in advancing responsible AI. Despite the recent surge in attention towards artificial intelligence, predominantly focusing on its technological and commercial aspects, the social dimensions have often been overlooked. Action learning, known for fostering interdisciplinary discourse, is proposed as a collaborative learning approach to foster responsible AI. The paper explores three potential avenues: facilitating multidisciplinary dialogue, reshaping the workforce, and promoting ethical AI practices. Emphasising the importance of cultivating critical questioning skills, we suggest an action learning approach can cultivate the innovative potential of AI, whilst mitigating its potential risks.",Action Learning: Research and Practice,v22 n1 p55-67 2025,10.1080/14767333.2025.2458900,http://eric.ed.gov/?id=EJ1463902,Experiential Learning; Artificial Intelligence; Interdisciplinary Approach; Cooperative Learning; Ethics; Critical Thinking; Innovation; Risk; Labor Force Development,English,Journal Articles; Reports - Descriptive
EJ1486504,Examining High School Students' Artificial Intelligence Literacy in Visual Arts Subjects and Metaverse-Based Digital Art Attitudes,Selma Ceran,2025,"This study aims to examine high school students' artificial intelligence literacy in visual arts subjects and their attitudes toward metaverse-based digital art. The research was conducted using a comparative-relational screening model, one of the screening models. The study sample consisted of 278 9th, 10th, 11th, and 12th grade students. The Visual Themed Artificial Intelligence Literacy Scale and the Metaverse-Based Digital Art Scale were used as data collection tools. According to the research findings, high school students' AI literacy levels in visual subjects were found to be moderate, while their metaverse-based digital art attitudes were found to be low. Analyses conducted by gender revealed that male students had significantly higher mean scores than female students in both AI literacy and metaverse-based digital art attitudes. Comparisons by grade level revealed that 12th grade students had significantly higher AI literacy levels in visual subjects and metaverse-based digital art attitudes than 9th grade students. Regression analysis revealed that AI literacy in visual subjects significantly and positively predicted metaverse-based digital art attitudes, with the model explaining 19.3% of the variance. Based on the research findings, the following recommendations are recommended: developing AI literacy at an early age, integrating the metaverse into visual arts, providing digital pedagogical training for teachers, and enhancing school environments with augmented reality support. Digital ethics should be emphasized in curricula, the STEAM approach should be supported, and intercultural communication should be encouraged through metaverse-based digital art exhibitions. Future research should examine the multidimensional nature of artificial intelligence literacy, and changes in metaverse attitudes should be assessed through longitudinal and experimental studies.",International Journal of Technology in Education,v8 n4 p1245-1265 2025,,http://eric.ed.gov/?id=EJ1486504,Foreign Countries; High School Students; Artificial Intelligence; Visual Arts; Computer Simulation; Technology Uses in Education; Digital Literacy; Gender Differences; Grade Level Differences; Student Attitudes,English,Journal Articles; Reports - Research
EJ1465912,"How Gifted Students Harness AI: Opportunities, Challenges, and Future Prospects",Farah J. Tamim,2025,"In this study, we delve into the opportunities, challenges and prospects of gifted students in middle and secondary school in tapping artificial intelligence (AI). The first part introduces AI and its role in education and discusses how school students need to understand and use AI effectively. The second part examines the concept of giftedness and the characteristics of gifted students. The research employs a mixed-methods approach, administering questionnaires to two groups: It provides gifted students and peers with average IQs. Results show that gifted students often use AI tools (ChatGPT primarily) as tools to advance their learning and to self-explore, whereas, for non-gifted students (average IQ), AI is predominantly used for completing their homework. While all groups can see the value of AI in increasing engagement and motivation, they all also struggle with difficulties, like technical problems and privacy problems. The implications are that personalized feedback and effective inclusion of AI tools within an educational curriculum are both critical. The findings conclude that AI tools should be integrated into school curricula to boost students' ability in personalizing learning, boost learning by means of creativity, and augment technological competence of students. For AI to be effectively integrated, professional development of educators becomes very important. Finally, the study supports for learning environment, which is both collaborative and innovative and uses AI to support students' diverse needs.",International Journal of Research in Education and Science,v11 n1 p129-139 2025,,http://eric.ed.gov/?id=EJ1465912,Middle School Students; High School Students; Artificial Intelligence; Academically Gifted; Gifted Education; Student Motivation; Learner Engagement; Learning Activities; Technical Support; Information Security; Ethics; Creativity; Instructional Development; Technology Integration; Technological Literacy; Professional Development; Individualized Instruction,English,Journal Articles; Reports - Research
EJ1487115,AI Formative Assessment in Saudi Education: A Study across Universities,Abdullah Alenezi; Abdulhameed Alenezi,2025,"Within the context of Saudi Arabia's digital transformation strategy, ""Vision 2030"", the issue of artificial intelligence (AI) adoption in higher education is gaining momentum, changing the form of the formative assessment procedure and its perception. Given the scope of interests in the functions of Arabic Natural Language Processing (NLP) feedback, this study examines the impact of AI-based formative assessment on instructors' flexibility, writing scores, and student engagement in Saudi Arabian institutions. Ten undergraduate students and five faculty members from public and private institutions were invited to participate in the research, which employed a mixed-methods approach to reconstruct classroom settings. Although the qualitative data, gathered through responses in the form of stories, were analyzed using the theme-square approach to identify linguistic and cultural orientations in the interpretation of feedback, the quantitative data, such as revision rates, engagement, and performance ratings, were analyzed using descriptive statistical methods. Although concerns about forcing speakers to use Arabic language technology as a natural language do exist, which are relevant to cultural, linguistic, and fairness issues, the results suggest limited and gradual improvement in the quality and quantity of revisions, resulting in students writing with the assistance of AI-generated feedback. The results offer insight into why culturally specific AI systems are crucial for fostering an equitable culture, delivering practical instruction, and supporting the professional development of faculty members. The current study significantly impacts the ongoing debate about artificial intelligence in education and its consequences for educational settings, especially in non-English-speaking contexts.",Journal of Teaching and Learning,v19 n4 p284-299 2025,,http://eric.ed.gov/?id=EJ1487115,Foreign Countries; Artificial Intelligence; Technology Uses in Education; Higher Education; Educational Technology; Technology Integration; Formative Evaluation; Undergraduate Students; College Faculty; Arabic; Program Effectiveness; Writing (Composition); Cultural Relevance; Learner Engagement; Student Attitudes; Teacher Attitudes; Public Colleges; Private Colleges; Feedback (Response),English,Journal Articles; Reports - Research
EJ1472362,Safeguarding the Digital Economy: Librarians' Perspectives on Data Privacy and Ethical Use of Public AI Chatbots,Abiodun Akinwoye Olusipe; Adebowale Jeremy Adetayo; Augustine I. Enamudu; Oluwaseun Odunayo Babalola,2024,"This study employed a descriptive survey to investigate librarians' perspectives on data privacy and ethical use of public AI chatbots by patrons. The survey of 34 librarians at private university libraries in Nigeria revealed general awareness of applicable laws and privacy risks, but gaps in specific regulatory knowledge like the GDPR. Ethical concerns emerged as paramount, with strong agreement on needs for guidelines around privacy, transparency, consent, and mitigating bias. While initial steps have been taken, major challenges include lack of uniform standards, resource constraints, rapid technology changes, staff training gaps, and difficulties verifying AI vendors' data practices. Key recommendations emphasize developing clear policies prioritizing user consent and data transparency, verifying vendor practices, regular staff training, assessing risks, gathering patron feedback, and cross-institutional collaboration on best practices. Adequate resources and measures safeguarding patron privacy while benefiting from AI capabilities are vital for promoting ethical public AI chatbot use in libraries.",Journal of Electronic Resources Librarianship,v36 n4 p257-270 2024,10.1080/1941126X.2024.2414706,http://eric.ed.gov/?id=EJ1472362,Librarian Attitudes; Privacy; Ethics; Artificial Intelligence; Academic Libraries; Foreign Countries; Private Colleges; Users (Information); Laws; Library Policy; Information Security; Best Practices; Barriers; Library Services; Computer Use,English,Journal Articles; Reports - Research
EJ1461194,AI in Higher Education: Risks and Opportunities from the Academician Perspective,Miray Dogan; Arda Celik; Hasan Arslan,1286,"This research investigates how artificial intelligence (AI) influences higher education, specifically exploring the perspectives of academicians regarding associated risks and opportunities. The study is aimed at the implementation of AI within university settings and its impact on both educators and students. Given the swift integration of AI, notably the widespread adoption of generative AI in higher education, the article emphasises AI's ability to collect detailed data, providing a deeper understanding of academicians' learning experiences. This, in turn, enables personalised support, allowing academicians to respond more effectively to students' needs and improve the overall educational process. Moreover, the research highlights AI's potential to proactively identify students at risk of failure, offering academicians a comprehensive view for more effective assessment. On the other hand, these advantages and the growing dependence on technology pose challenges, including reduced interaction between academicians and students, shifts in workforce dynamics, concerns about student privacy and disparities in technology access. Acknowledging these issues, the study underscores the importance of preparing academicians and students for the evolving landscape of higher education shaped by AI. It stresses the need for proactive measures to navigate these changes effectively, as they are inevitable. The findings of this study are significant for the field of higher education, as they provide a clear and critical assessment of AI's transformative potential and advocate for proactive measures to navigate the changes effectively.",European Journal of Education,v60 n1 e12863 2025,10.1111/ejed.12863,http://eric.ed.gov/?id=EJ1461194,Artificial Intelligence; Technology Uses in Education; Computer Software; Access to Internet; Privacy; Higher Education; College Faculty; College Students; Risk; Learning Experience; Faculty Development; Student Needs; At Risk Students; Academic Failure; Identification; Educational Benefits; Teacher Student Relationship; Labor Force; Social Change; Educational Change; Teacher Attitudes,English,Journal Articles; Reports - Research
EJ1426881,Research-to-Resource: ChatGPT as a Tool in Music Education Research,Debbie Rohwer,2024,"In this research-to-resource article, I introduce possible uses of ChatGPT, an artificial intelligence chatbot developed by OpenAI, for music education research settings. I discuss the impacts of artificial intelligence on education environments and highlight uses of ChatGPT as a tool, including the role of ChatGPT in information gathering, literature review assistance, research design conceptualization, statistical analysis support, research proposal review, and research publication support. I emphasize the importance of human expertise in filling knowledge gaps, detecting incomplete information, and using creative and critical thinking. While acknowledging concerns regarding ethics and plagiarism, I realize the unique qualities of human researchers and the need for purposeful mentoring and training on using artificial intelligence tools for appropriate tasks.",Update: Applications of Research in Music Education,v42 n3 p4-7 2024,10.1177/87551233231210875,http://eric.ed.gov/?id=EJ1426881,Artificial Intelligence; Technology Uses in Education; Natural Language Processing; Music Education; Educational Research; Research Design; Editing; Ethics; Research Tools; Vignettes,English,Journal Articles; Reports - Descriptive
ED652923,Artificial Intelligence in Health Professions Education: Proceedings of a Workshop,Patricia A. Cuff; Erin Hammers Forstag,2023,"The National Academies Global Forum on Innovation in Health Professional Education hosted a multi-day workshop series in March and April 2023 to explore the potential of artificial intelligence (AI) in health professions education. Speakers at the workshops provided background on AI; discussed the social, cultural, policy, legal, and regulatory considerations to integrating AI into health care and training; considered the skills health professionals will need as educators and providers to effectively use AI in practice; and explored needs for educating the next generation of health workers. Speakers took consideration of the bias, burden, health equity concerns that introducing AI into clinical education would bring. This Proceedings of a Workshop summarizes the discussions held during the workshop. [Patricia A. Cuff and Erin Hammers Forstag served as Rapporteurs. Contributors include Global Forum on Innovation in Health Professional Education; Board on Global Health; Health and Medicine Division. Numerous organizations sponsored this work and the full list can be seen in the document.]",National Academies Press,,,http://eric.ed.gov/?id=ED652923,Health Personnel; Allied Health Occupations Education; Artificial Intelligence; Technology Integration; Health Services; Technology Uses in Education,,Books; Collected Works - Proceedings
EJ1481236,Integration of Generative Artificial Intelligence (Gen AI) in Academic Research: Perceptions of Aspiring Educational Leaders,Daryl Ann Borel; Janice L. Taylor,2025,"As aspiring educational leaders, principal candidates must understand the widespread impact of generative artificial intelligence (Gen AI) in education. This qualitative phenomenological study explored the perceptions of aspiring educational leaders regarding Gen AI in academic research, highlighting the ethical concerns and challenges they perceive, revealing potential opportunities for AI integration in education, and assessing how these perceptions may influence their future leadership practices. The theory guiding this study was the distributed cognition theory, as it shows the dynamics of human cognition and AI cognition, making it possible to understand the perceptions of aspiring educational leaders regarding Gen AI integration in academic research. By examining these aspects, the research provided insights into how aspiring educational leaders might approach and implement AI technologies in academic research and education contexts. The research was conducted through a reflection assignment at the end of an introductory research course. The reflection prompts included demographic and background information, perceptions of the ethical use of Gen AI tools, the role of Gen AI tools as research assistants, the effectiveness and challenges related to using Gen AI tools and leveraging Gen AI's potential in education as an aspiring educational leader. The archived reflection data were analyzed using a qualitative phenomenological design method. The study sought to provide insights that could inform professional development, strategies for technological integration, and institutional approaches to Gen AI adoption in academic research courses. The research highlighted how emerging educational leaders perceive Gen AI's role in academic research and educational settings, moving beyond surface-level assessments to understand the complex interplay of technological, pedagogical, and personal factors.",School Leadership Review,v20 n1 Article 11 2025,,http://eric.ed.gov/?id=EJ1481236,Technology Uses in Education; Artificial Intelligence; Man Machine Systems; Natural Language Processing; Administrator Education; Educational Research; Graduate Students; Student Attitudes; Ethics,English,Journal Articles; Reports - Research
EJ1485471,Harnessing AI in School Counselling: Exploring the Potential of ChatGPT for Student Support,Ahmad Al-shraifin; Yousef Wardat; Rommel AlAli; Khaled Al-Saud,2025,"Background/purpose: This study explores the extent to which ChatGPT, an AI-powered large language model, can support school counseling services in addressing students' academic, social, and emotional needs, considering student AI literacy and adoption. It investigates ChatGPT's role in assisting counselors, delivering personalized guidance, ensuring 24/7 availability, and addressing ethical considerations. Materials/Methods: For evaluating its effectiveness in school counseling, the study employed ChatGPT for role-play simulations of interactions and analysis of the literature already published on AI in education. Based on studies concerning technology use in education, the scope of the study included five crucial areas: response time, counselor assistance, tailored student support, ethics, and engagement dimensions, AI literacy, and adoption hurdles. Results: As the study has shown, ChatGPT is capable of providing students tailored recommendations and streamlining office tasks so that the counselors can devote themselves to more complex tasks. Immediate support, especially during times of crisis, is also provided through the AI model's round-the-clock availability. However, effective use depends on students' AI literacy, with training needed to improve prompt engineering skills, and adoption requires user-friendly interfaces and awareness campaigns. Limitations include potential biases in AI responses, data privacy risks, and the necessity for human oversight to maintain empathetic, individualized care. Conclusion: ChatGPT offers significant potential as a supplementary tool in school counseling, enhancing efficiency and accessibility. By addressing student AI literacy and adoption barriers through training and clear communication, its impact can be optimized. However, ethical challenges, including privacy and bias, require careful management. Human counselors remain essential for nuanced, empathetic support. Future research should investigate long-term impacts and establish ethical guidelines for AI integration in educational settings.",Educational Process: International Journal,v18 Article e2025434 2025,,http://eric.ed.gov/?id=EJ1485471,Artificial Intelligence; School Counseling; Program Effectiveness; School Counselors; Technology Uses in Education; Technological Literacy; Barriers; Ethics; Access to Health Care,English,Journal Articles; Reports - Research
EJ1486314,When and How Biases Seep In: Enhancing Debiasing Approaches for Fair Educational Predictive Analytics,Lin Li; Namrata Srivastava; Jia Rong; Quanlong Guan; Dragan Gaševic; Guanliang Chen,2025,"The use of predictive analytics powered by machine learning (ML) to model educational data has increasingly been identified to exhibit bias towards marginalized populations, prompting the need for more equitable applications of these techniques. To tackle bias that emerges in training data or models at different stages of the ML modelling pipeline, numerous debiasing approaches have been proposed. Yet, research into state-of-the-art techniques for effectively employing these approaches to enhance fairness in educational predictive scenarios remains limited. Prior studies often focused on mitigating bias from a single source at a specific stage of model construction within narrowly defined scenarios, overlooking the complexities of bias originating from multiple sources across various stages. Moreover, these approaches were often evaluated using typical threshold-dependent fairness metrics, which fail to account for real-world educational scenarios where thresholds are typically unknown before evaluation. To bridge these gaps, this study systematically examined a total of 28 representative debiasing approaches, categorized by the sources of bias and the stage they targeted, for two critical educational predictive tasks, namely forum post classification and student career prediction. Both tasks involve a two-phase modelling process where features learned from upstream models in the first phase are fed into classical ML models for final predictions, which is a common yet under-explored setting for educational data modelling. The study observed that addressing local stereotypical bias, label bias or proxy discrimination in training data, as well as imposing fairness constraints on models, can effectively enhance predictive fairness. But their efficacy was often compromised when features from upstream models were inherently biased. Beyond that, this study proposes two novel strategies, namely Multi-Stage and Multi-Source debiasing to integrate existing approaches. These strategies demonstrated substantial improvements in mitigating unfairness, underscoring the importance of unified approaches capable of addressing biases from various sources across multiple stages.",British Journal of Educational Technology,v56 n6 p2478-2501 2025,10.1111/bjet.13575,http://eric.ed.gov/?id=EJ1486314,Bias; Attitude Change; Prediction; Learning Analytics; Social Bias; Computer Mediated Communication; Social Media; Stereotypes; Labeling (of Persons),English,Journal Articles; Reports - Research
ED676389,An Agentic AI-Enhanced Curriculum Framework for Rare Earth Elements from K-12 to Veteran Training for Educators and Policy Makers,Satyadhar Joshi,2025,"This paper presents a comprehensive framework for AI-enhanced curriculum development in rare earth elements (REE) education, addressing critical workforce gaps across K-12, higher education, and veteran transition programs. As global demand for critical minerals escalates amid geopolitical tensions and supply chain vulnerabilities, we propose an integrated educational approach that bridges artificial intelligence with traditional geosciences. Our research analyzes current initiatives, identifies curriculum gaps, and develops scalable AI-enhanced learning models that combine theoretical knowledge with practical applications. The framework encompasses personalized learning systems, virtual reality simulations, and adaptive assessment tools to prepare diverse learner populations for careers in the critical minerals sector. We introduce multiple architectures including an integrated AI platform for the REE value chain, multi-agent systems for mineral exploration, circular economy models for sustainability, and supply chain resilience frameworks. Quantitative analysis demonstrates significant improvements in exploration efficiency, materials discovery timelines, and educational outcomes through AI implementation. The paper also addresses implementation challenges, ethical considerations, and provides strategic recommendations for policy support and investment. This educational framework supports national security objectives while creating sustainable career pathways in an increasingly vital industry, ultimately contributing to domestic workforce development and supply chain resilience in the critical minerals sector.",Online Submission,,,http://eric.ed.gov/?id=ED676389,Artificial Intelligence; Technology Uses in Education; Curriculum Development; College Science; Technology Integration; Earth Science; Individualized Instruction; Computer Simulation; Mineralogy; STEM Careers; Sustainability; Ethics; National Security; Career Pathways; Labor Force Development; Economic Impact,,Reports - Evaluative
EJ1461607,A Qualitative Descriptive Analysis on Generative Artificial Intelligence: Bridging the Gap in Pedagogy to Prepare Students for the Workplace,Andrea L. Irish; Michele W. Gazica; Vincent Becerra,2025,"Generative artificial intelligence (Gen AI) has emerged as a transformative tool in higher education, widely adopted by both students and faculty for tasks ranging from writing to coding. Despite its growing usage, concerns over academic integrity and its long-term impact on learning persist. While educational institutions are developing policies to guide responsible Gen AI use, these measures often fail to prepare students for the realities of workplace applications. This qualitative study explores the gap between academic and professional usage of Gen AI through structured interviews with two groups: 20 faculty members and 20 industry professionals. Descriptive analysis of the data revealed a significant disconnect between pedagogical and industry practices, potentially leaving students underprepared for workplace demands. Faculty noted Gen AI's ability to assist in course-specific assignments but expressed concerns about over-reliance and ethical implications. Industry professionals emphasized its role in increasing efficiency through technical documentation, data processing, and decision-making, while identifying challenges like data security and ethical use. To address these issues, the study recommends a systemic approach that integrates hands-on Gen AI training, ethical instruction, and industry-aligned curricula into higher education. This approach includes embedding AI education into general education requirements and faculty development programs to ensure comprehensive preparedness. Additionally, collaborative projects, internships, and strategic partnerships with industry and accrediting bodies are essential to aligning curricula with workforce demands. Together, these efforts can equip students with the technical skills and ethical awareness needed to navigate and contribute effectively to AI-driven workplaces.",Discover Education,v4 Article 48 2025,10.1007/s44217-025-00435-4,http://eric.ed.gov/?id=EJ1461607,Artificial Intelligence; Educational Technology; Technology Uses in Education; College Faculty; Professional Personnel; Industry; Training; Ethics; Faculty Development; School Business Relationship; Partnerships in Education; Alignment (Education); Teacher Attitudes; Job Skills,English,Journal Articles; Reports - Research
EJ1346958,"Education for AI, ""Not"" AI for Education: The Role of Education and Ethics in National AI Policy Strategies","Schiff, Daniel",2022,"As of 2021, more than 30 countries have released national artificial intelligence (AI) policy strategies. These documents articulate plans and expectations regarding how AI will impact policy sectors, including education, and typically discuss the social and ethical implications of AI. This article engages in thematic analysis of 24 such national AI policy strategies, reviewing the role of education in global AI policy discourse. It finds that the use of AI in education (AIED) is largely absent from policy conversations, while the instrumental value of education in supporting an AI-ready workforce and training more AI experts is overwhelmingly prioritized. Further, the ethical implications of AIED receive scant attention despite the prominence of AI ethics discussion generally in these documents. This suggests that AIED and its broader policy and ethical implications--good or bad--have failed to reach mainstream awareness and the agendas of key decision-makers, a concern given that effective policy and careful consideration of ethics are inextricably linked, as this article argues. In light of these findings, the article applies a framework of five AI ethics principles to consider ways in which policymakers can better incorporate AIED's implications. Finally, the article offers recommendations for AIED scholars on strategies for engagement with the policymaking process, and for performing ethics and policy-oriented AIED research to that end, in order to shape policy deliberations on behalf of the public good.",International Journal of Artificial Intelligence in Education,v32 n3 p527-563 Sep 2022,10.1007/s40593-021-00270-2,http://eric.ed.gov/?id=EJ1346958,Artificial Intelligence; Public Policy; Role of Education; Ethics; Expertise; Training,English,Journal Articles; Reports - Research
ED662179,The Transformative Potential of Artificial Intelligence: Recommendations for Student Affairs Leaders,Claire Brady,2024,"This report examines the transformative role of artificial intelligence (AI) in student affairs, demonstrating its potential to personalize student interactions, automate routine processes, and leverage data insights for informed decision-making. AI presents unprecedented opportunities to enhance the student experience. The report emphasizes essential ethical principles, such as transparency, equity, and data stewardship, guiding leaders toward responsible AI adoption. With real-world examples and a phased implementation framework, it provides actionable strategies for integrating AI as a strategic partner in promoting student success while honoring the human connections central to meaningful educational experiences. Designed to support student affairs leaders, this report serves as a guide for implementing AI in ways that advance institutional effectiveness without compromising core educational values. Beginning with an exploration of ethical considerations and the alignment of AI initiatives with strategic goals, it underscores a human-centered approach and the importance of professional development. The report then offers a structured framework for AI integration, highlighting current use cases that demonstrate early success and forecasting applications set to impact the future of student affairs. This practical, phased approach balances innovation with ethical stewardship, fostering a sustainable path for impactful AI adoption in higher education. [This report is from a collaborative partnership with Glass Half Full Consulting.",NASPA - Student Affairs Administrators in Higher Education,,,http://eric.ed.gov/?id=ED662179,Artificial Intelligence; Computer Software; Decision Making; Ethics; Student Personnel Services; Student Personnel Workers; Technology Integration; Guidelines; Strategic Planning; Professional Development; Higher Education; Educational Change; Governance,,Reports - Research
EJ1476523,Higher Education in Armenia Adopting AI and Digital Technologies: Students' Experiences and Perspectives,Gayane Tovmasyan,2025,"This paper explores the impact of digital technologies and artificial intelligence on higher education from the perspective of students at four Armenian universities. Data from in-depth interviews with 200 students and focus group discussions highlight how digital platforms and AI tools are used for academic purposes, assess student satisfaction, and identify challenges. Findings show that 83.5% of students believe their academic performance improved through digital and AI tools, with platforms like ChatGPT widely adopted. Despite this, gaps persist, including limited digital skills training and insufficient AI integration at universities. Most students predict a significant impact of AI on education in the next five years but do not want AI to replace human teachers. The study reveals significant associations between digital tool usage frequency, AI's influence on academic performance, and students' likelihood to recommend these tools. Students appreciate the benefits of increased accessibility and personalised learning but raise concerns about technical issues, data privacy, and reduced human interaction. The study highlights the need for further integration of AI-driven tools such as AI-assisted teaching, chatbots for 24/7 support, virtual labs, augmented reality tools, and AI-based mental health monitoring. These insights can guide universities in enhancing education through digital and AI technologies.",Issues in Educational Research,v35 n2 p798-817 2025,,http://eric.ed.gov/?id=EJ1476523,Foreign Countries; College Students; Educational Technology; Technology Uses in Education; Artificial Intelligence; Student Experience; Student Satisfaction; Barriers; Academic Achievement; Technological Literacy; Technology Integration,English,Journal Articles; Reports - Research
EJ1457300,Assessing the Readiness and Attitudes of Nigerian Teacher Educators towards Adoption of Artificial Intelligence in Educational Settings,Eke Ogbu Eke,2024,"This study investigated readiness and attitudes of Nigerian teacher educators towards adoption of Artificial intelligence (AI) in educational. The population of the study included teacher educators from various educational institutions in Nigeria, and a sample size of 250 participants was used. The study utilized four research questions to explore the familiarity, attitudes, and perceived barriers related to AI adoption. The researchers employed a survey instrument to collect data, which was validated for reliability using Cronbach's alpha test. The results showed a high level of readiness and positive attitudes among the Nigerian teacher educators towards the adoption of AI-powered educational tools, such as personalized learning platforms, automated grading systems, and virtual tutors. The findings highlighted the teacher educators' recognition of the potential benefits of AI in addressing educational challenges, as well as their confidence in integrating AI-driven automated grading systems into their teaching practices. However, the study also identified perceived barriers, including inadequate infrastructure, insufficient training, and ethical concerns, which need to be addressed to ensure successful AI integration. One of the key recommendations from the study is to implement comprehensive training and professional development programs for Nigerian teacher educators, focusing on the practical implementation of AI-powered educational tools. This will enhance their confidence, competence, and ability to effectively integrate these technologies into their teaching practices.",Journal of Educational Technology and Online Learning,v7 n4 p473-487 2024,,http://eric.ed.gov/?id=EJ1457300,Readiness; Teacher Attitudes; Teacher Educators; Artificial Intelligence; Adoption (Ideas); Technology Integration; Foreign Countries; Faculty Development; Barriers; Positive Attitudes; Learning Management Systems; Ethics,English,Journal Articles; Reports - Research
EJ1457775,Using Large Language Models for Content Creation Impacts Online Learning Evaluation Outcomes,Georg Winder; Steve Bass; Dustin Schiele; Josef Buchner,2024,"The rising demand for high-quality, timely content for online and blended learning environments presents significant challenges for instructional designers, particularly in managing resource-intensive tasks such as video production and image sourcing. This study investigates the impact of using artificial intelligence (AI), specifically large language models (LLMs), on key evaluation criteria for self-organized, online, and blended learning modules. Using the case of 'aprendo. ch,' a professional development platform provided free of charge to teachers in the canton of St. Gallen that has recently implemented AI-enhanced workflows, we analyze how AI-enhanced content affects module evaluation outcomes, including perceived learning quality, learner satisfaction, and instructional design efficiency. Statistical analyses indicate significant differences between AI-enhanced and traditional modules, with AI-enhanced modules receiving higher evaluations in module structure, competency development, and learner recommendation. Furthermore, we discuss ethical considerations, such as data bias and content accuracy, and provide practical recommendations for the responsible integration of AI in educational design to balance efficiency with educational quality.",International Journal on E-Learning,v23 n3 p305-318 2024,,http://eric.ed.gov/?id=EJ1457775,Artificial Intelligence; Technology Uses in Education; Electronic Learning; Educational Objectives; Blended Learning; Faculty Development; Course Content; Educational Quality; Satisfaction; Design; Efficiency; Ethics; Foreign Countries; Teacher Attitudes; Program Evaluation,English,Journal Articles; Reports - Research
EJ1480793,Integrating AI to Address Generational Characteristics and Educational Needs,Antonina Andreeva; Evgenia Tuchkevich,2025,"In contemporary higher education, the master's level plays a critical role in developing high-level professionals, particularly among Generation-Z students. This stage is marked by significant psychological, social, and professional development, requiring innovative educational strategies that align with the unique traits of this digital-native cohort. Integrating artificial intelligence (AI) technologies, such as adaptive-learning systems, intelligent tutoring, and automated-feedback mechanisms, offers transformative potential to address these needs. This study investigates the intersection of generational characteristics and AI integration in master's education through a convergent parallel mixed-methods design, combining quantitative surveys with qualitative interviews of 300 master's students across various disciplines. The findings reveal predominantly positive attitudes toward AI, with 78% of students recognizing its ability to enhance personalized learning and engagement. However, concerns about data privacy (54%) and reduced human interaction (48%) highlight the need for an ethical and balanced implementation. Grounded in constructivist and activity theories, this research underscores the potential of AI to foster autonomy, self-determination, and personalized educational experiences while addressing generational expectations for immediacy and interactivity. Practical recommendations are provided for educators and policymakers to implement AI effectively, ensuring that it supplements human-centred teaching practices. These insights contribute to the global discourse on AI integration in higher education, and its implications for enhancing lifelong learning and professional growth.",Journal of Teaching and Learning,v19 n3 p34-48 2025,,http://eric.ed.gov/?id=EJ1480793,Artificial Intelligence; Technology Uses in Education; Technology Integration; Masters Programs; Educational Needs; Generational Differences; Graduate Students; Student Attitudes; Personal Autonomy; Self Determination; Lifelong Learning,English,Journal Articles; Reports - Research
